trade_date,ticker,sector,company_name,shares_held,buy_price,close_price,adj_close,volume,daily_return,cumulative_return,market_value,cost_basis,unrealized_pnl,pnl_pct
2023-05-11,CVX,Energy,Chevron Corporation,25.0,125.0,156.22,136.3442,6666100,-0.00553815,0.36909362,3408.605,3125.0,283.605,9.07536
2023-05-11,GOOGL,Technology,Alphabet Inc.,20.0,130.0,116.57,115.5454,78900000,0.04313167,-0.19602191,2310.908,2600.0,-289.0920000000001,-11.118923076923076
2023-05-11,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,320.72,296.6986,1515200,-0.00567342,-0.16136257,2966.986,3500.0,-533.0140000000001,-15.228971428571429
2023-05-11,HON,Industrials,Honeywell International Inc.,20.0,195.0,191.7436,179.7692,2904284,-0.01186895,-0.03246793,3595.384,3900.0,-304.616,-7.81066666666666
2023-05-11,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,160.99,146.3877,5867600,-0.00408265,-0.02991673,5123.5695,5775.0,-651.4305000000004,-11.280181818181822
2023-05-11,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,136.05,126.4921,7057300,-0.00315071,-0.11879767,3162.3025,3750.0,-587.6975000000002,-15.671933333333337
2023-05-11,KO,Consumer,The Coca-Cola Company,60.0,58.0,63.86,58.0221,9581500,0.00566947,0.11726206,3481.326,3480.0,1.3260000000000218,0.03810344827586515
2023-05-11,MSFT,Technology,Microsoft Corporation,30.0,290.0,310.11,302.2811,31680200,-0.00704441,-0.06258497,9068.432999999999,8700.0,368.4329999999991,4.23486206896551
2023-05-11,NVDA,Technology,NVIDIA Corporation,40.0,220.0,28.578,28.5195,322149000,-0.01062933,-0.05017635,1140.78,8800.0,-7659.22,-87.03659090909092
2023-05-11,PFE,Healthcare,Pfizer Inc.,100.0,48.0,37.58,31.1815,28566400,-0.00818415,-0.30131753,3118.15,4800.0,-1681.85,-35.03854166666667
2023-05-11,PG,Consumer,The Procter & Gamble Company,40.0,155.0,154.39,142.8314,3495300,0.00233757,-0.01649759,5713.256,6200.0,-486.7439999999997,-7.8507096774193545
2023-05-11,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,488.76,458.1427,2384200,-0.00267301,-0.01094508,4581.427,4700.0,-118.57300000000032,-2.522829787234045
2023-05-11,V,Financials,Visa Inc.,20.0,210.0,231.01,225.7961,3818000,0.0008231,0.05526792,4515.922,4200.0,315.92199999999957,7.52195238095238
2023-05-11,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.79,94.8745,17165900,-0.01809915,0.74430192,4269.3525,3240.0,1029.3525,31.770138888888887
2023-05-12,AAPL,Technology,Apple Inc.,50.0,145.0,172.57,170.1842,45533100,-0.00541753,-0.04358499,8509.210000000001,7250.0,1259.210000000001,17.36841379310345
2023-05-12,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,110.26,110.26,49852700,-0.01711535,-0.35295136,3307.8,4200.0,-892.1999999999998,-21.242857142857137
2023-05-12,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,322.49,322.49,1937300,-0.00046491,0.07214336,3869.88,3720.0,149.8800000000001,4.029032258064519
2023-05-12,CAT,Industrials,Caterpillar Inc.,15.0,210.0,209.54,199.9023,2172600,-0.00233319,0.04665712,2998.5344999999998,3150.0,-151.46550000000025,-4.808428571428573
2023-05-12,CVX,Energy,Chevron Corporation,25.0,125.0,156.62,136.6933,4898900,0.00256043,0.37259909,3417.3325,3125.0,292.3325,9.354639999999995
2023-05-12,GOOGL,Technology,Alphabet Inc.,20.0,130.0,117.51,116.4772,41102300,0.00806436,-0.18953834,2329.544,2600.0,-270.45600000000013,-10.402153846153848
2023-05-12,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,319.5,295.5699,1099100,-0.0038042,-0.16455292,2955.699,3500.0,-544.3009999999999,-15.551457142857137
2023-05-12,HON,Industrials,Honeywell International Inc.,20.0,195.0,191.3878,179.4356,2126517,-0.00185571,-0.03426339,3588.712,3900.0,-311.288,-7.981743589743592
2023-05-12,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,160.78,146.1968,3904200,-0.00130407,-0.03118179,5116.888,5775.0,-658.1120000000001,-11.395878787878791
2023-05-12,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,134.1,124.6791,9988600,-0.01433291,-0.13142787,3116.9775,3750.0,-633.0225,-16.880599999999994
2023-05-12,KO,Consumer,The Coca-Cola Company,60.0,58.0,64.11,58.2492,8740800,0.00391403,0.12163505,3494.952,3480.0,14.952000000000226,0.4296551724137963
2023-05-12,MSFT,Technology,Microsoft Corporation,30.0,290.0,308.97,301.1699,19774700,-0.00367605,-0.06603095,9035.097,8700.0,335.09699999999975,3.8516896551724087
2023-05-12,NVDA,Technology,NVIDIA Corporation,40.0,220.0,28.34,28.282,274222000,-0.00832764,-0.05808613,1131.28,8800.0,-7668.72,-87.14454545454545
2023-05-12,PFE,Healthcare,Pfizer Inc.,100.0,48.0,37.35,30.9907,16541300,-0.00611901,-0.30559278,3099.07,4800.0,-1700.9299999999998,-35.43604166666667
2023-05-12,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.96,144.2838,5252900,0.01016863,-0.00649671,5771.352000000001,6200.0,-428.64799999999923,-6.91367741935483
2023-05-12,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,491.23,460.4579,1536500,0.00505345,-0.00594695,4604.579,4700.0,-95.42100000000028,-2.0302340425531926
2023-05-12,V,Financials,Visa Inc.,20.0,210.0,231.38,226.1578,3432700,0.00160189,0.05695835,4523.156,4200.0,323.15599999999995,7.694190476190481
2023-05-12,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.78,94.8655,12613300,-9.486e-05,0.74413645,4268.9475,3240.0,1028.9475000000002,31.757638888888884
2023-05-15,AAPL,Technology,Apple Inc.,50.0,145.0,172.07,169.6911,37266700,-0.00289745,-0.04635615,8484.555,7250.0,1234.5550000000003,17.02834482758621
2023-05-15,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,111.2,111.2,53011100,0.0085253,-0.34743507,3336.0,4200.0,-864.0,-20.57142857142857
2023-05-15,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,323.53,323.53,2190000,0.00322491,0.07560092,3882.3599999999997,3720.0,162.35999999999967,4.364516129032249
2023-05-15,CAT,Industrials,Caterpillar Inc.,15.0,210.0,211.29,201.5718,1925600,0.00835158,0.05539836,3023.5769999999998,3150.0,-126.42300000000023,-4.013428571428573
2023-05-15,CVX,Energy,Chevron Corporation,25.0,125.0,157.2,137.1995,5096700,0.00370318,0.37768207,3429.9875,3125.0,304.9875000000002,9.7596
2023-05-15,GOOGL,Technology,Alphabet Inc.,20.0,130.0,116.51,115.486,36266800,-0.00850982,-0.19643522,2309.7200000000003,2600.0,-290.27999999999975,-11.16461538461538
2023-05-15,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,322.07,297.9475,1178200,0.00804412,-0.15783248,2979.475,3500.0,-520.5250000000001,-14.872142857142858
2023-05-15,HON,Industrials,Honeywell International Inc.,20.0,195.0,192.0698,180.075,1584063,0.0035634,-0.03082209,3601.5,3900.0,-298.5,-7.6538461538461595
2023-05-15,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,159.55,145.0783,5104500,-0.00765065,-0.03859387,5077.740500000001,5775.0,-697.2594999999992,-12.073757575757568
2023-05-15,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,135.23,125.7297,7639500,0.00842643,-0.1241089,3143.2425,3750.0,-606.7575000000002,-16.180200000000003
2023-05-15,KO,Consumer,The Coca-Cola Company,60.0,58.0,63.94,58.0948,8150000,-0.00265068,0.11866195,3485.688,3480.0,5.688000000000102,0.1634482758620678
2023-05-15,MSFT,Technology,Microsoft Corporation,30.0,290.0,309.46,301.6476,16336500,0.00158615,-0.06454954,9049.428,8700.0,349.4279999999999,4.016413793103452
2023-05-15,NVDA,Technology,NVIDIA Corporation,40.0,220.0,28.953,28.8937,293926000,0.0216286,-0.03771386,1155.748,8800.0,-7644.252,-86.8665
2023-05-15,PFE,Healthcare,Pfizer Inc.,100.0,48.0,37.16,30.833,16650400,-0.00508862,-0.30912635,3083.2999999999997,4800.0,-1716.7000000000003,-35.76458333333334
2023-05-15,PG,Consumer,The Procter & Gamble Company,40.0,155.0,156.01,144.3301,5414900,0.0003209,-0.0061779,5773.204,6200.0,-426.7960000000003,-6.883806451612911
2023-05-15,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,486.86,456.3617,2169700,-0.00889593,-0.01478997,4563.617,4700.0,-136.3829999999998,-2.9017659574468118
2023-05-15,V,Financials,Visa Inc.,20.0,210.0,232.81,227.5555,2843200,0.0061802,0.06349056,4551.11,4200.0,351.1099999999997,8.359761904761902
2023-05-15,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.07,95.0464,13715600,0.00190691,0.74746236,4277.088000000001,3240.0,1037.0880000000006,32.0088888888889
2023-05-16,AAPL,Technology,Apple Inc.,50.0,145.0,172.07,169.6911,42110300,0.0,-0.04635615,8484.555,7250.0,1234.5550000000003,17.02834482758621
2023-05-16,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,113.4,113.4,71472900,0.01978417,-0.33452462,3402.0,4200.0,-798.0,-18.999999999999993
2023-05-16,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,323.75,323.75,2139500,0.00068,0.07633232,3885.0,3720.0,165.0,4.435483870967742
2023-05-16,CAT,Industrials,Caterpillar Inc.,15.0,210.0,207.2,197.6699,2771500,-0.01935737,0.03496863,2965.0485000000003,3150.0,-184.95149999999967,-5.8714761904761845
2023-05-16,CVX,Energy,Chevron Corporation,25.0,125.0,153.51,133.9789,7007700,-0.02347385,0.34534257,3349.4725000000003,3125.0,224.4725000000003,7.183120000000008
2023-05-16,GOOGL,Technology,Alphabet Inc.,20.0,130.0,119.51,118.4596,45035600,0.02574858,-0.17574457,2369.192,2600.0,-230.808,-8.877230769230774
2023-05-16,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,320.81,296.7819,1618900,-0.0039121,-0.16112712,2967.819,3500.0,-532.181,-15.205171428571425
2023-05-16,HON,Industrials,Honeywell International Inc.,20.0,195.0,189.4009,177.5728,2074618,-0.01389532,-0.04428913,3551.456,3900.0,-348.54399999999987,-8.93702564102564
2023-05-16,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,159.34,144.8874,5599200,-0.00131584,-0.03985893,5071.059,5775.0,-703.9409999999998,-12.189454545454536
2023-05-16,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,134.32,124.8837,6477200,-0.00672872,-0.13000253,3122.0925,3750.0,-627.9074999999998,-16.7442
2023-05-16,KO,Consumer,The Coca-Cola Company,60.0,58.0,63.22,57.4406,9129600,-0.0112609,0.10606481,3446.436,3480.0,-33.56399999999985,-0.9644827586206838
2023-05-16,MSFT,Technology,Microsoft Corporation,30.0,290.0,311.74,303.87,26730300,0.00736754,-0.05765757,9116.1,8700.0,416.10000000000036,4.782758620689656
2023-05-16,NVDA,Technology,NVIDIA Corporation,40.0,220.0,29.213,29.1532,449405000,0.0089812,-0.02907137,1166.128,8800.0,-7633.872,-86.74854545454545
2023-05-16,PFE,Healthcare,Pfizer Inc.,100.0,48.0,37.01,30.7086,25451700,-0.00403464,-0.31191378,3070.86,4800.0,-1729.1399999999999,-36.02375
2023-05-16,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.74,144.0803,5591500,-0.00173075,-0.00789796,5763.2119999999995,6200.0,-436.78800000000047,-7.044967741935487
2023-05-16,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,479.72,449.669,2178900,-0.01466534,-0.02923841,4496.69,4700.0,-203.3100000000004,-4.325744680851067
2023-05-16,V,Financials,Visa Inc.,20.0,210.0,230.47,225.2684,4289700,-0.01005073,0.0528017,4505.368,4200.0,305.3680000000004,7.270666666666674
2023-05-16,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,102.52,92.7397,14795200,-0.0242692,0.70505285,4173.2865,3240.0,933.2865000000002,28.805138888888887
2023-05-17,AAPL,Technology,Apple Inc.,50.0,145.0,172.69,170.3025,57951600,0.00360302,-0.04292016,8515.125,7250.0,1265.125,17.450000000000006
2023-05-17,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,115.5,115.5,65655200,0.01851852,-0.322201,3465.0,4200.0,-735.0,-17.5
2023-05-17,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,327.39,327.39,3046800,0.01124324,0.08843379,3928.68,3720.0,208.67999999999984,5.609677419354835
2023-05-17,CAT,Industrials,Caterpillar Inc.,15.0,210.0,212.1,202.3446,2897400,0.02364902,0.05944462,3035.1690000000003,3150.0,-114.83099999999968,-3.645428571428565
2023-05-17,CVX,Energy,Chevron Corporation,25.0,125.0,155.71,135.899,6169600,0.01433136,0.36462316,3397.475,3125.0,272.4749999999999,8.7192
2023-05-17,GOOGL,Technology,Alphabet Inc.,20.0,130.0,120.84,119.7779,33323600,0.01112869,-0.16657169,2395.558,2600.0,-204.442,-7.863153846153844
2023-05-17,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,330.18,305.45,2098100,0.02920697,-0.13662619,3054.5,3500.0,-445.5,-12.728571428571431
2023-05-17,HON,Industrials,Honeywell International Inc.,20.0,195.0,193.7601,181.6598,2449237,0.02301591,-0.02229257,3633.196,3900.0,-266.8040000000001,-6.841128205128211
2023-05-17,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.99,144.5691,6840700,-0.00219688,-0.04196824,5059.9185,5775.0,-715.0815000000002,-12.38236363636364
2023-05-17,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,138.45,128.7235,12711500,0.03074701,-0.10325271,3218.0875,3750.0,-531.9124999999999,-14.184333333333331
2023-05-17,KO,Consumer,The Coca-Cola Company,60.0,58.0,63.15,57.377,11583000,-0.00110723,0.10484014,3442.6200000000003,3480.0,-37.379999999999654,-1.0741379310344785
2023-05-17,MSFT,Technology,Microsoft Corporation,30.0,290.0,314.0,306.742,24315000,0.00945141,-0.04875111,9202.26,8700.0,502.2600000000002,5.773103448275869
2023-05-17,NVDA,Technology,NVIDIA Corporation,40.0,220.0,30.178,30.1162,432535000,0.03303239,0.00300072,1204.648,8800.0,-7595.352,-86.31081818181818
2023-05-17,PFE,Healthcare,Pfizer Inc.,100.0,48.0,36.75,30.4929,23206400,-0.00702409,-0.31674696,3049.29,4800.0,-1750.71,-36.473125
2023-05-17,PG,Consumer,The Procter & Gamble Company,40.0,155.0,155.08,143.4697,4286900,-0.00423791,-0.01210241,5738.788,6200.0,-461.21200000000044,-7.43890322580646
2023-05-17,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,484.81,454.4401,2682000,0.01061025,-0.01893839,4544.401,4700.0,-155.59900000000016,-3.3106170212766015
2023-05-17,V,Financials,Visa Inc.,20.0,210.0,232.65,227.3991,4990100,0.00945849,0.06275962,4547.982,4200.0,347.98199999999997,8.285285714285715
2023-05-17,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,104.82,94.8203,14064700,0.02243484,0.74330543,4266.913500000001,3240.0,1026.9135000000006,31.694861111111116
2023-05-18,AAPL,Technology,Apple Inc.,50.0,145.0,175.05,172.6299,65496700,0.01366627,-0.02984045,8631.494999999999,7250.0,1381.494999999999,19.055103448275858
2023-05-18,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,118.15,118.15,73174100,0.02294372,-0.30664977,3544.5,4200.0,-655.5,-15.607142857142852
2023-05-18,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,329.76,329.76,2805000,0.00723907,0.09631304,3957.12,3720.0,237.1199999999999,6.374193548387094
2023-05-18,CAT,Industrials,Caterpillar Inc.,15.0,210.0,214.72,204.8441,2643600,0.01235269,0.07253161,3072.6615,3150.0,-77.33849999999984,-2.4551904761904773
2023-05-18,CVX,Energy,Chevron Corporation,25.0,125.0,154.01,135.7316,7477700,-0.0012318,0.36294223,3393.2899999999995,3125.0,268.2899999999995,8.585279999999988
2023-05-18,GOOGL,Technology,Alphabet Inc.,20.0,130.0,122.83,121.7504,35234200,0.01646798,-0.15284681,2435.008,2600.0,-164.9920000000002,-6.345846153846154
2023-05-18,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,329.58,304.8949,1645400,-0.00181732,-0.13819521,3048.949,3500.0,-451.05099999999993,-12.887171428571426
2023-05-18,HON,Industrials,Honeywell International Inc.,20.0,195.0,195.9644,183.7263,2466436,0.01137566,-0.01117051,3674.5260000000003,3900.0,-225.4739999999997,-5.78138461538461
2023-05-18,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.48,144.1054,5173000,-0.00320746,-0.04504109,5043.689,5775.0,-731.3109999999997,-12.663393939393938
2023-05-18,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,139.5,129.6997,10999600,0.0075837,-0.09645205,3242.4925000000003,3750.0,-507.5074999999997,-13.533533333333327
2023-05-18,KO,Consumer,The Coca-Cola Company,60.0,58.0,62.8,57.059,13595100,-0.00554229,0.09871679,3423.54,3480.0,-56.460000000000036,-1.6224137931034526
2023-05-18,MSFT,Technology,Microsoft Corporation,30.0,290.0,318.52,311.1576,27276000,0.01439516,-0.03505773,9334.728,8700.0,634.7279999999992,7.295724137931035
2023-05-18,NVDA,Technology,NVIDIA Corporation,40.0,220.0,31.678,31.6131,748725000,0.04970415,0.05285402,1264.524,8800.0,-7535.476000000001,-85.63040909090908
2023-05-18,PFE,Healthcare,Pfizer Inc.,100.0,48.0,36.48,30.2688,27772400,-0.00734925,-0.32176836,3026.88,4800.0,-1773.12,-36.94
2023-05-18,PG,Consumer,The Procter & Gamble Company,40.0,155.0,152.53,141.1106,6997600,-0.01644319,-0.0283466,5644.424,6200.0,-555.576,-8.960903225806447
2023-05-18,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,479.23,449.2097,3040100,-0.01150955,-0.03022996,4492.097,4700.0,-207.90300000000025,-4.423468085106384
2023-05-18,V,Financials,Visa Inc.,20.0,210.0,233.6,228.3277,6621900,0.00408357,0.06709947,4566.554,4200.0,366.5540000000001,8.727476190476187
2023-05-18,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,105.77,95.6797,12005600,0.00906346,0.75910581,4305.586499999999,3240.0,1065.5864999999994,32.88847222222222
2023-05-19,AAPL,Technology,Apple Inc.,50.0,145.0,175.16,172.7384,55809500,0.00062851,-0.02923069,8636.92,7250.0,1386.92,19.129931034482766
2023-05-19,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,116.25,116.25,55056300,-0.01608125,-0.31779971,3487.5,4200.0,-712.5,-16.964285714285715
2023-05-19,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,330.39,330.39,4322900,0.00191048,0.09840753,3964.68,3720.0,244.67999999999984,6.577419354838705
2023-05-19,CAT,Industrials,Caterpillar Inc.,15.0,210.0,214.78,204.9012,4402100,0.00027875,0.07283058,3073.518,3150.0,-76.48199999999997,-2.4280000000000057
2023-05-19,CVX,Energy,Chevron Corporation,25.0,125.0,155.23,136.8068,8100900,0.00792152,0.37373879,3420.17,3125.0,295.1700000000001,9.445440000000008
2023-05-19,GOOGL,Technology,Alphabet Inc.,20.0,130.0,122.76,121.681,41353400,-0.00057002,-0.1533297,2433.62,2600.0,-166.3800000000001,-6.399230769230771
2023-05-19,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,326.15,301.7219,1546100,-0.01040686,-0.1471639,3017.219,3500.0,-482.78099999999995,-13.793742857142854
2023-05-19,HON,Industrials,Honeywell International Inc.,20.0,195.0,195.0748,182.8923,2700636,-0.00453936,-0.01565916,3657.846,3900.0,-242.154,-6.20907692307692
2023-05-19,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.91,144.4964,6527100,0.00271329,-0.04245001,5057.374,5775.0,-717.6260000000002,-12.426424242424245
2023-05-19,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,139.18,129.4022,13492200,-0.00229376,-0.09852457,3235.055,3750.0,-514.9450000000002,-13.73186666666667
2023-05-19,KO,Consumer,The Coca-Cola Company,60.0,58.0,62.83,57.0862,14251400,0.0004767,0.09924055,3425.172,3480.0,-54.827999999999975,-1.5755172413793137
2023-05-19,MSFT,Technology,Microsoft Corporation,30.0,290.0,318.34,310.9818,27546700,-0.00056499,-0.03560291,9329.454000000002,8700.0,629.4540000000015,7.2351034482758685
2023-05-19,NVDA,Technology,NVIDIA Corporation,40.0,220.0,31.264,31.2,473908000,-0.01306737,0.03909599,1248.0,8800.0,-7552.0,-85.81818181818183
2023-05-19,PFE,Healthcare,Pfizer Inc.,100.0,48.0,36.77,30.5095,33068300,0.00795208,-0.316375,3050.95,4800.0,-1749.0500000000002,-36.438541666666666
2023-05-19,PG,Consumer,The Procter & Gamble Company,40.0,155.0,153.17,141.7027,4754100,0.004196,-0.02426954,5668.108,6200.0,-531.8919999999998,-8.578903225806457
2023-05-19,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,478.82,448.8253,2317900,-0.00085573,-0.03105982,4488.253000000001,4700.0,-211.7469999999994,-4.50525531914893
2023-05-19,V,Financials,Visa Inc.,20.0,210.0,233.31,228.0443,5399400,-0.0012412,0.06577499,4560.8859999999995,4200.0,360.8859999999995,8.592523809523806
2023-05-19,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,106.26,96.1229,13359600,0.00463212,0.7672542,4325.5305,3240.0,1085.5304999999998,33.50402777777778
2023-05-22,AAPL,Technology,Apple Inc.,50.0,145.0,174.2,171.7916,43570900,-0.00548112,-0.03455159,8589.58,7250.0,1339.58,18.47696551724137
2023-05-22,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,115.01,115.01,70741100,-0.01066667,-0.32507651,3450.3,4200.0,-749.6999999999998,-17.849999999999998
2023-05-22,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,329.13,329.13,2762500,-0.00381367,0.09421856,3949.56,3720.0,229.55999999999995,6.170967741935483
2023-05-22,CAT,Industrials,Caterpillar Inc.,15.0,210.0,214.26,204.4052,2540600,-0.00242068,0.0702336,3066.078,3150.0,-83.92200000000003,-2.6641904761904724
2023-05-22,CVX,Energy,Chevron Corporation,25.0,125.0,152.44,134.3479,11661000,-0.01797352,0.34904787,3358.6975,3125.0,233.69750000000022,7.478320000000008
2023-05-22,GOOGL,Technology,Alphabet Inc.,20.0,130.0,125.05,123.9509,35253000,0.01865451,-0.13753548,2479.018,2600.0,-120.98199999999997,-4.653153846153843
2023-05-22,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,324.92,300.5841,1498900,-0.00377102,-0.15037996,3005.841,3500.0,-494.1590000000001,-14.118828571428576
2023-05-22,HON,Industrials,Honeywell International Inc.,20.0,195.0,194.6596,182.5031,1784271,-0.00212803,-0.01775386,3650.062,3900.0,-249.9380000000001,-6.408666666666672
2023-05-22,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,156.87,143.7176,5675900,-0.00538975,-0.04761097,5030.116,5775.0,-744.884,-12.89842424242424
2023-05-22,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,138.03,128.333,11402500,-0.00826261,-0.10597311,3208.325,3750.0,-541.6750000000002,-14.444666666666667
2023-05-22,KO,Consumer,The Coca-Cola Company,60.0,58.0,61.51,55.8869,15055400,-0.02100858,0.07614707,3353.214,3480.0,-126.78600000000006,-3.6432758620689705
2023-05-22,MSFT,Technology,Microsoft Corporation,30.0,290.0,321.18,313.7561,24115700,0.0089211,-0.02699943,9412.683,8700.0,712.6830000000009,8.191758620689656
2023-05-22,NVDA,Technology,NVIDIA Corporation,40.0,220.0,31.176,31.1122,372000000,-0.0028141,0.03617186,1244.488,8800.0,-7555.512,-85.85809090909092
2023-05-22,PFE,Healthcare,Pfizer Inc.,100.0,48.0,38.75,32.1523,85718600,0.05384552,-0.27956486,3215.2299999999996,4800.0,-1584.7700000000004,-33.01604166666667
2023-05-22,PG,Consumer,The Procter & Gamble Company,40.0,155.0,149.16,137.9929,7876200,-0.02618016,-0.04981433,5519.715999999999,6200.0,-680.2840000000006,-10.972322580645166
2023-05-22,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,480.62,450.5126,2242800,0.00375937,-0.02741722,4505.126,4700.0,-194.8739999999998,-4.146255319148931
2023-05-22,V,Financials,Visa Inc.,20.0,210.0,231.28,226.0601,3987800,-0.00870094,0.05650174,4521.202,4200.0,321.2020000000002,7.6476666666666695
2023-05-22,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,104.97,94.956,12882000,-0.01213967,0.74580032,4273.02,3240.0,1033.0200000000004,31.883333333333336
2023-05-23,AAPL,Technology,Apple Inc.,50.0,145.0,171.56,169.1881,50747300,-0.01515499,-0.04918295,8459.404999999999,7250.0,1209.4049999999988,16.681448275862063
2023-05-23,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,114.99,114.99,67576300,-0.0001739,-0.32519388,3449.7,4200.0,-750.3000000000002,-17.864285714285717
2023-05-23,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,323.11,323.11,4029300,-0.01829065,0.07420459,3877.32,3720.0,157.32000000000016,4.22903225806452
2023-05-23,CAT,Industrials,Caterpillar Inc.,15.0,210.0,212.71,202.9265,2298300,-0.00723416,0.06249136,3043.8975,3150.0,-106.10249999999996,-3.3683333333333314
2023-05-23,CVX,Energy,Chevron Corporation,25.0,125.0,156.85,138.2346,10436200,0.02893011,0.38807598,3455.865,3125.0,330.8649999999998,10.58768
2023-05-23,GOOGL,Technology,Alphabet Inc.,20.0,130.0,122.56,121.4828,34046300,-0.01991192,-0.1547088,2429.656,2600.0,-170.34400000000005,-6.55169230769231
2023-05-23,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,323.57,299.3351,1550900,-0.00415524,-0.15391034,2993.351,3500.0,-506.6489999999999,-14.47568571428571
2023-05-23,HON,Industrials,Honeywell International Inc.,20.0,195.0,192.7222,180.6866,2183979,-0.00995326,-0.02753041,3613.732,3900.0,-286.26800000000003,-7.340205128205129
2023-05-23,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,156.81,143.6627,5793000,-0.000382,-0.04797478,5028.1945,5775.0,-746.8055000000004,-12.931696969696969
2023-05-23,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,136.59,126.9942,9514900,-0.01043223,-0.11529981,3174.855,3750.0,-575.145,-15.337199999999996
2023-05-23,KO,Consumer,The Coca-Cola Company,60.0,58.0,61.4,55.787,13932700,-0.00178754,0.07422341,3347.22,3480.0,-132.7800000000002,-3.815517241379312
2023-05-23,MSFT,Technology,Microsoft Corporation,30.0,290.0,315.26,307.973,30797200,-0.01843183,-0.04493361,9239.19,8700.0,539.1900000000005,6.197586206896556
2023-05-23,NVDA,Technology,NVIDIA Corporation,40.0,220.0,30.688,30.6252,356253000,-0.01565302,0.01995264,1225.008,8800.0,-7574.992,-86.07945454545455
2023-05-23,PFE,Healthcare,Pfizer Inc.,100.0,48.0,39.64,32.8908,75379500,0.02296881,-0.26301732,3289.08,4800.0,-1510.92,-31.477500000000003
2023-05-23,PG,Consumer,The Procter & Gamble Company,40.0,155.0,147.55,136.5035,6116000,-0.01079331,-0.06006997,5460.14,6200.0,-739.8599999999997,-11.933225806451611
2023-05-23,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,479.44,449.4065,2874200,-0.0024552,-0.0298051,4494.065,4700.0,-205.9350000000004,-4.381595744680852
