trade_date,ticker,sector,company_name,shares_held,buy_price,close_price,adj_close,volume,daily_return,cumulative_return,market_value,cost_basis,unrealized_pnl,pnl_pct
2024-08-01,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,431.81,431.81,3892300,-0.01525656,0.43558629,5181.72,3720.0,1461.7200000000003,39.29354838709678
2024-08-01,CAT,Industrials,Caterpillar Inc.,15.0,210.0,331.52,323.4425,3747900,-0.04240289,0.69349426,4851.6375,3150.0,1701.6374999999998,54.02023809523809
2024-08-01,CVX,Energy,Chevron Corporation,25.0,125.0,152.62,140.1209,16689900,-0.04891874,0.40701717,3503.0225,3125.0,378.02250000000004,12.096720000000005
2024-08-01,GOOGL,Technology,Alphabet Inc.,20.0,130.0,170.76,169.4534,24531400,-0.00454686,0.17907612,3389.0679999999998,2600.0,789.0679999999998,30.348769230769225
2024-08-01,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,500.12,480.1788,4006800,-0.01750401,0.35725586,4801.7880000000005,3500.0,1301.7880000000005,37.193942857142865
2024-08-01,HON,Industrials,Honeywell International Inc.,20.0,195.0,202.2214,193.8267,3786656,-0.00083046,0.04319065,3876.5339999999997,3900.0,-23.46600000000035,-0.6016923076923137
2024-08-01,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,160.76,151.8922,7213400,0.01843536,0.00656054,5316.227,5775.0,-458.77300000000014,-7.94412121212121
2024-08-01,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,207.96,199.5746,10918600,-0.02274464,0.39032874,4989.365,3750.0,1239.3649999999998,33.049733333333336
2024-08-01,KO,Consumer,The Coca-Cola Company,60.0,58.0,67.96,64.2105,16495900,0.01828005,0.23642466,3852.6299999999997,3480.0,372.62999999999965,10.70775862068965
2024-08-01,MSFT,Technology,Microsoft Corporation,30.0,290.0,417.11,410.6562,30296400,-0.00296399,0.27350103,12319.686,8700.0,3619.6859999999997,41.605586206896554
2024-08-01,NVDA,Technology,NVIDIA Corporation,40.0,220.0,109.21,109.0303,523462300,-0.06674034,2.6311842,4361.2119999999995,8800.0,-4438.7880000000005,-50.44077272727273
2024-08-01,PFE,Healthcare,Pfizer Inc.,100.0,48.0,30.65,27.2316,39753100,0.00360066,-0.38982276,2723.16,4800.0,-2076.84,-43.2675
2024-08-01,PG,Consumer,The Procter & Gamble Company,40.0,155.0,165.69,158.1593,12532700,0.03066731,0.08904662,6326.372,6200.0,126.3720000000003,2.03825806451613
2024-08-01,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,572.77,547.4925,3680800,-0.00588362,0.18194648,5474.924999999999,4700.0,774.9249999999993,16.487765957446797
2024-08-01,V,Financials,Visa Inc.,20.0,210.0,265.93,261.9417,7269700,0.00097866,0.22419596,5238.834000000001,4200.0,1038.8340000000007,24.734142857142867
2024-08-01,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,116.95,109.5184,15051500,-0.01382928,1.0135353,4928.328,3240.0,1688.3280000000004,52.10888888888889
2024-08-02,AAPL,Technology,Apple Inc.,50.0,145.0,219.86,217.9718,105568600,0.00686931,0.22497565,10898.59,7250.0,3648.59,50.32537931034483
2024-08-02,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,167.9,167.9,141448400,-0.08784701,-0.01469738,5037.0,4200.0,837.0,19.92857142857143
2024-08-02,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,428.36,428.36,4251500,-0.00798963,0.42411649,5140.32,3720.0,1420.3199999999997,38.18064516129033
2024-08-02,CAT,Industrials,Caterpillar Inc.,15.0,210.0,320.87,313.0519,4246700,-0.03212503,0.6390907,4695.778499999999,3150.0,1545.7784999999994,49.072333333333326
2024-08-02,CVX,Energy,Chevron Corporation,25.0,125.0,148.55,136.3842,13278600,-0.02666768,0.36949528,3409.605,3125.0,284.605,9.107359999999995
2024-08-02,GOOGL,Technology,Alphabet Inc.,20.0,130.0,166.66,165.3848,29130100,-0.02401014,0.15076633,3307.6960000000004,2600.0,707.6960000000004,27.219076923076933
2024-08-02,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,470.64,451.8743,6115500,-0.05894575,0.27725139,4518.743,3500.0,1018.7430000000004,29.106942857142858
2024-08-02,HON,Industrials,Honeywell International Inc.,20.0,195.0,201.3417,192.9835,3417096,-0.00435028,0.03865248,3859.67,3900.0,-40.32999999999993,-1.034102564102568
2024-08-02,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,164.14,155.0858,11280400,0.02102544,0.02772392,5428.003000000001,5775.0,-346.9969999999994,-6.0086060606060565
2024-08-02,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,199.14,191.1103,18041700,-0.04241171,0.33136252,4777.7575,3750.0,1027.7574999999997,27.406866666666662
2024-08-02,KO,Consumer,The Coca-Cola Company,60.0,58.0,69.33,65.5049,22514800,0.0201587,0.26134937,3930.2940000000003,3480.0,450.2940000000003,12.939482758620702
2024-08-02,MSFT,Technology,Microsoft Corporation,30.0,290.0,408.49,402.1696,29437900,-0.02066595,0.24718293,12065.088,8700.0,3365.0879999999997,38.679172413793104
2024-08-02,NVDA,Technology,NVIDIA Corporation,40.0,220.0,107.27,107.0935,482027500,-0.01776387,2.56668032,4283.74,8800.0,-4516.26,-51.32113636363636
2024-08-02,PFE,Healthcare,Pfizer Inc.,100.0,48.0,30.43,27.0361,42364700,-0.00717916,-0.39420332,2703.61,4800.0,-2096.39,-43.674791666666664
2024-08-02,PG,Consumer,The Procter & Gamble Company,40.0,155.0,170.08,162.3497,11899000,0.02649481,0.1179007,6493.988,6200.0,293.9880000000003,4.741741935483879
2024-08-02,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,589.83,563.7995,5094000,0.02978488,0.21715061,5637.995,4700.0,937.9949999999999,19.957340425531907
2024-08-02,V,Financials,Visa Inc.,20.0,210.0,266.58,262.582,7017900,0.00244444,0.22718843,5251.639999999999,4200.0,1051.6399999999994,25.039047619047615
2024-08-02,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,116.88,109.4529,20403800,-0.00059807,1.01233106,4925.3805,3240.0,1685.3805000000002,52.017916666666665
2024-08-05,AAPL,Technology,Apple Inc.,50.0,145.0,209.27,207.4728,119548600,-0.04816678,0.16597252,10373.64,7250.0,3123.6399999999994,43.08468965517242
2024-08-05,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,161.02,161.02,83149400,-0.04097677,-0.0550719,4830.6,4200.0,630.6000000000004,15.014285714285721
2024-08-05,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,413.72,413.72,7695100,-0.03417686,0.37544466,4964.64,3720.0,1244.6400000000003,33.45806451612904
2024-08-05,CAT,Industrials,Caterpillar Inc.,15.0,210.0,316.8,309.0811,4681300,-0.01268416,0.61830021,4636.2164999999995,3150.0,1486.2164999999995,47.18147619047618
2024-08-05,CVX,Energy,Chevron Corporation,25.0,125.0,144.66,132.8128,13037200,-0.02618632,0.33363324,3320.32,3125.0,195.32000000000016,6.250240000000009
2024-08-05,GOOGL,Technology,Alphabet Inc.,20.0,130.0,159.25,158.0315,53630700,-0.04446176,0.09960123,3160.63,2600.0,560.6300000000001,21.562692307692302
2024-08-05,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,459.02,440.7176,4177200,-0.02468983,0.24571627,4407.176,3500.0,907.1760000000004,25.919314285714286
2024-08-05,HON,Industrials,Honeywell International Inc.,20.0,195.0,197.4075,189.2127,3960966,-0.01953949,0.01835773,3784.2540000000004,3900.0,-115.74599999999964,-2.9678461538461476
2024-08-05,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,161.25,152.3552,12032200,-0.01760703,0.00962875,5332.432,5775.0,-442.5680000000002,-7.663515151515153
2024-08-05,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,194.9,187.0412,13927000,-0.02129189,0.30301529,4676.03,3750.0,926.0299999999997,24.694133333333333
2024-08-05,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.1,64.3428,25484300,-0.01774066,0.2389722,3860.5679999999998,3480.0,380.56799999999976,10.93586206896551
2024-08-05,MSFT,Technology,Microsoft Corporation,30.0,290.0,395.15,389.036,40709200,-0.03265687,0.20645384,11671.08,8700.0,2971.08,34.15034482758621
2024-08-05,NVDA,Technology,NVIDIA Corporation,40.0,220.0,100.45,100.2847,552842400,-0.06357809,2.33991761,4011.388,8800.0,-4788.612,-54.41604545454546
2024-08-05,PFE,Healthcare,Pfizer Inc.,100.0,48.0,29.74,26.4231,37838000,-0.02267339,-0.40793878,2642.31,4800.0,-2157.69,-44.951874999999994
2024-08-05,PG,Consumer,The Procter & Gamble Company,40.0,155.0,168.06,160.4215,10338800,-0.01187683,0.10462358,6416.860000000001,6200.0,216.86000000000058,3.4977419354838766
2024-08-05,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,569.96,544.8065,4587400,-0.03368751,0.17614784,5448.0650000000005,4700.0,748.0650000000005,15.916276595744685
2024-08-05,V,Financials,Visa Inc.,20.0,210.0,256.44,252.5941,9631300,-0.03803726,0.18050955,5051.882,4200.0,851.8819999999996,20.28290476190476
2024-08-05,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,114.77,107.4769,18025900,-0.01805343,0.97600159,4836.4605,3240.0,1596.4605000000001,49.273472222222225
2024-08-06,AAPL,Technology,Apple Inc.,50.0,145.0,207.23,205.4503,69660500,-0.00974827,0.15460631,10272.515,7250.0,3022.5149999999994,41.68986206896552
2024-08-06,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,161.93,161.93,59950800,0.00565147,-0.04973167,4857.900000000001,4200.0,657.9000000000005,15.66428571428572
2024-08-06,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,422.14,422.14,5138700,0.02035193,0.40343761,5065.68,3720.0,1345.6800000000003,36.17419354838709
2024-08-06,CAT,Industrials,Caterpillar Inc.,15.0,210.0,326.44,318.4863,5071700,0.03042955,0.66754437,4777.2945,3150.0,1627.2945,51.660142857142866
2024-08-06,CVX,Energy,Chevron Corporation,25.0,125.0,143.23,131.4999,9692700,-0.00988534,0.32044982,3287.4975,3125.0,162.49749999999995,5.199919999999998
2024-08-06,GOOGL,Technology,Alphabet Inc.,20.0,130.0,158.29,157.0788,49004600,-0.00602854,0.09297224,3141.576,2600.0,541.576,20.829846153846155
2024-08-06,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,470.22,451.471,2209300,0.02439975,0.27611144,4514.71,3500.0,1014.71,28.991714285714288
2024-08-06,HON,Industrials,Honeywell International Inc.,20.0,195.0,196.508,188.3505,3671428,-0.00455678,0.01371731,3767.01,3900.0,-132.98999999999978,-3.4099999999999944
2024-08-06,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.97,150.2009,7607100,-0.01413998,-0.00464738,5257.0315,5775.0,-517.9685,-8.969151515151522
2024-08-06,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,200.34,192.2619,10605800,0.02791203,0.3393851,4806.5475,3750.0,1056.5474999999997,28.174599999999998
2024-08-06,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.05,64.2955,12969100,-0.00073512,0.2380614,3857.7300000000005,3480.0,377.7300000000005,10.854310344827594
2024-08-06,MSFT,Technology,Microsoft Corporation,30.0,290.0,399.61,393.427,24946500,0.01128687,0.22007093,11802.810000000001,8700.0,3102.8100000000013,35.6644827586207
2024-08-06,NVDA,Technology,NVIDIA Corporation,40.0,220.0,104.25,104.0784,409012100,0.0378293,2.46626435,4163.136,8800.0,-4636.864,-52.69163636363636
2024-08-06,PFE,Healthcare,Pfizer Inc.,100.0,48.0,29.32,26.0499,29031800,-0.01412401,-0.41630106,2604.9900000000002,4800.0,-2195.0099999999998,-45.729375
2024-08-06,PG,Consumer,The Procter & Gamble Company,40.0,155.0,168.09,160.4501,7454900,0.00017828,0.10482051,6418.004,6200.0,218.0039999999999,3.516193548387091
2024-08-06,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,568.35,543.2674,3216500,-0.00282504,0.17282518,5432.673999999999,4700.0,732.6739999999991,15.58880851063829
2024-08-06,V,Financials,Visa Inc.,20.0,210.0,258.26,254.3868,21586800,0.00709716,0.18888781,5087.736,4200.0,887.7359999999999,21.136571428571425
2024-08-06,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,114.16,106.9057,13647800,-0.00531463,0.96549987,4810.7564999999995,3240.0,1570.7564999999995,48.48013888888889
2024-08-07,AAPL,Technology,Apple Inc.,50.0,145.0,209.82,208.0181,63516400,0.0124984,0.16903704,10400.905,7250.0,3150.9050000000007,43.46075862068966
2024-08-07,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,162.77,162.77,48408200,0.00518743,-0.04480222,4883.1,4200.0,683.1000000000004,16.264285714285723
2024-08-07,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,427.02,427.02,4745600,0.01156015,0.41966156,5124.24,3720.0,1404.2399999999998,37.74838709677419
2024-08-07,CAT,Industrials,Caterpillar Inc.,15.0,210.0,325.8,317.8618,3011700,-0.00196084,0.66427458,4767.927000000001,3150.0,1617.9270000000006,51.36276190476191
2024-08-07,CVX,Energy,Chevron Corporation,25.0,125.0,142.41,130.747,8867900,-0.00572548,0.31288961,3268.675,3125.0,143.67500000000018,4.5976000000000115
2024-08-07,GOOGL,Technology,Alphabet Inc.,20.0,130.0,158.94,157.7238,25138600,0.00410622,0.09746022,3154.476,2600.0,554.4760000000001,21.326000000000008
2024-08-07,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,473.01,454.1497,2587600,0.00593327,0.28368296,4541.497,3500.0,1041.4970000000003,29.75705714285714
2024-08-07,HON,Industrials,Honeywell International Inc.,20.0,195.0,195.6382,187.5168,3330599,-0.00442632,0.00923027,3750.336,3900.0,-149.66400000000021,-3.8375384615384673
2024-08-07,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.9,150.1348,5993000,-0.00044008,-0.00508541,5254.718000000001,5775.0,-520.2819999999992,-9.009212121212114
2024-08-07,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,200.4,192.3195,9204400,0.00029959,0.33978637,4807.9875,3750.0,1057.9875000000002,28.213000000000005
2024-08-07,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.46,64.6829,13365300,0.00602531,0.2455211,3880.974,3480.0,400.97400000000016,11.522241379310351
2024-08-07,MSFT,Technology,Microsoft Corporation,30.0,290.0,398.43,392.2653,20650900,-0.00295277,0.21646834,11767.959,8700.0,3067.9590000000007,35.263896551724145
2024-08-07,NVDA,Technology,NVIDIA Corporation,40.0,220.0,98.91,98.7472,411440400,-0.05122292,2.28871215,3949.8880000000004,8800.0,-4850.111999999999,-55.114909090909094
2024-08-07,PFE,Healthcare,Pfizer Inc.,100.0,48.0,28.85,25.6323,32866100,-0.01603077,-0.4256582,2563.23,4800.0,-2236.77,-46.599374999999995
2024-08-07,PG,Consumer,The Procter & Gamble Company,40.0,155.0,170.02,162.2924,8385500,0.01148207,0.11750614,6491.696,6200.0,291.6959999999999,4.704774193548379
2024-08-07,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,566.08,541.0977,4320700,-0.0039938,0.16814115,5410.977000000001,4700.0,710.9770000000008,15.127170212765964
2024-08-07,V,Financials,Visa Inc.,20.0,210.0,256.52,252.6729,12908600,-0.00673738,0.18087782,5053.458,4200.0,853.4579999999996,20.320428571428568
2024-08-07,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,115.68,108.3291,13660700,0.01331454,0.99166959,4874.8095,3240.0,1634.8095000000003,50.45708333333333
2024-08-08,AAPL,Technology,Apple Inc.,50.0,145.0,213.31,211.4781,47161100,0.01663317,0.18848183,10573.905,7250.0,3323.9050000000007,45.84696551724139
2024-08-08,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,165.8,165.8,44616200,0.01861522,-0.027021,4974.0,4200.0,774.0,18.428571428571434
2024-08-08,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,431.54,431.54,3150000,0.01058498,0.43468865,5178.4800000000005,3720.0,1458.4800000000005,39.20645161290323
2024-08-08,CAT,Industrials,Caterpillar Inc.,15.0,210.0,336.16,327.9694,2268300,0.03179873,0.71719639,4919.541,3150.0,1769.5410000000002,56.17590476190476
2024-08-08,CVX,Energy,Chevron Corporation,25.0,125.0,144.49,132.6567,7531100,0.01460607,0.33206577,3316.4175,3125.0,191.41750000000002,6.125360000000001
2024-08-08,GOOGL,Technology,Alphabet Inc.,20.0,130.0,162.03,160.7902,25578800,0.01944158,0.11879658,3215.804,2600.0,615.8040000000001,23.684769230769227
2024-08-08,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,485.77,466.4009,1936400,0.02697613,0.31831175,4664.009,3500.0,1164.009,33.25739999999999
2024-08-08,HON,Industrials,Honeywell International Inc.,20.0,195.0,197.5163,189.3169,2489805,0.00959967,0.01891855,3786.338,3900.0,-113.66199999999981,-2.9144102564102545
2024-08-08,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,160.22,151.382,5094800,0.0083072,0.00317954,5298.37,5775.0,-476.6300000000001,-8.25333333333333
2024-08-08,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,204.06,195.8319,7761200,0.01826336,0.36425537,4895.7975,3750.0,1145.7974999999997,30.554599999999994
2024-08-08,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.73,64.938,15240900,0.00394386,0.25043326,3896.28,3480.0,416.2800000000002,11.962068965517245
2024-08-08,MSFT,Technology,Microsoft Corporation,30.0,290.0,402.69,396.4593,20203000,0.01069174,0.22947451,11893.778999999999,8700.0,3193.7789999999986,36.71010344827585
2024-08-08,NVDA,Technology,NVIDIA Corporation,40.0,220.0,104.97,104.7973,391910000,0.06126857,2.49020685,4191.892,8800.0,-4608.108,-52.36486363636364
2024-08-08,PFE,Healthcare,Pfizer Inc.,100.0,48.0,28.76,25.5524,32094400,-0.00311716,-0.42744852,2555.24,4800.0,-2244.76,-46.76583333333333
2024-08-08,PG,Consumer,The Procter & Gamble Company,40.0,155.0,170.87,163.1038,6386900,0.00499962,0.12309325,6524.152,6200.0,324.15200000000004,5.228258064516133
2024-08-08,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,566.24,541.2506,2860800,0.00028257,0.16847124,5412.505999999999,4700.0,712.5059999999994,15.159702127659566
2024-08-08,V,Financials,Visa Inc.,20.0,210.0,259.83,255.9332,8223700,0.01290324,0.19611498,5118.664,4200.0,918.6639999999998,21.87295238095238
2024-08-08,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,117.89,110.3987,13851000,0.01910475,1.02971994,4967.9415,3240.0,1727.9415,53.33152777777779
2024-08-09,AAPL,Technology,Apple Inc.,50.0,145.0,216.24,214.3829,42201600,0.0137357,0.20480646,10719.145,7250.0,3469.1450000000004,47.85027586206897
2024-08-09,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,166.94,166.94,36401000,0.00687575,-0.02033104,5008.2,4200.0,808.1999999999998,19.242857142857144
2024-08-09,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,431.67,431.67,2602600,0.00030125,0.43512085,5180.04,3720.0,1460.04,39.2483870967742
2024-08-09,CAT,Industrials,Caterpillar Inc.,15.0,210.0,338.26,330.0182,1668100,0.00624692,0.72792359,4950.272999999999,3150.0,1800.2729999999992,57.151523809523795
2024-08-09,CVX,Energy,Chevron Corporation,25.0,125.0,144.99,133.1157,7653100,0.00346006,0.33667479,3327.8925,3125.0,202.89249999999993,6.492560000000003
2024-08-09,GOOGL,Technology,Alphabet Inc.,20.0,130.0,163.67,162.4176,28602300,0.01012126,0.13012022,3248.352,2600.0,648.3519999999999,24.93661538461538
2024-08-09,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,490.26,470.7119,1622700,0.00924312,0.33049707,4707.119000000001,3500.0,1207.1190000000006,34.48911428571429
2024-08-09,HON,Industrials,Honeywell International Inc.,20.0,195.0,195.9446,187.8105,1910122,-0.00795703,0.01081098,3756.21,3900.0,-143.78999999999996,-3.6869230769230823
2024-08-09,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,160.62,151.7599,4579200,0.00249633,0.00568381,5311.5965,5775.0,-463.40350000000035,-8.024303030303038
2024-08-09,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,205.8,197.5018,5540200,0.00852721,0.37588866,4937.545,3750.0,1187.545,31.667866666666665
2024-08-09,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.68,64.8908,12080400,-0.00072685,0.24952438,3893.448,3480.0,413.44799999999987,11.880689655172413
2024-08-09,MSFT,Technology,Microsoft Corporation,30.0,290.0,406.02,399.7378,19276700,0.00826945,0.23964158,11992.134,8700.0,3292.134,37.84062068965517
2024-08-09,NVDA,Technology,NVIDIA Corporation,40.0,220.0,104.75,104.5776,290844200,-0.00209643,2.48288989,4183.104,8800.0,-4616.896,-52.46472727272727
2024-08-09,PFE,Healthcare,Pfizer Inc.,100.0,48.0,28.55,25.3658,25795600,-0.00730264,-0.43162966,2536.58,4800.0,-2263.42,-47.154583333333335
2024-08-09,PG,Consumer,The Procter & Gamble Company,40.0,155.0,170.54,162.7888,5377300,-0.00193129,0.12092423,6511.552000000001,6200.0,311.5520000000006,5.025032258064522
2024-08-09,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,558.76,534.1006,2976700,-0.01321015,0.15303556,5341.005999999999,4700.0,641.0059999999994,13.63842553191489
2024-08-09,V,Financials,Visa Inc.,20.0,210.0,259.76,256.3773,7228100,0.00173522,0.1981905,5127.546,4200.0,927.5460000000003,22.084428571428568
2024-08-09,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,118.85,111.2977,12151900,0.00814321,1.04624838,5008.3965,3240.0,1768.3964999999998,54.5801388888889
2024-08-12,AAPL,Technology,Apple Inc.,50.0,145.0,217.53,215.9114,38028100,0.00712977,0.21339645,10795.57,7250.0,3545.5699999999997,48.904413793103444
2024-08-12,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,166.8,166.8,30072800,-0.00083862,-0.02115261,5004.0,4200.0,804.0,19.14285714285715
2024-08-12,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,430.39,430.39,2376000,-0.00296523,0.43086539,5164.68,3720.0,1444.6800000000003,38.835483870967735
2024-08-12,CAT,Industrials,Caterpillar Inc.,15.0,210.0,336.03,327.8426,2127600,-0.00659236,0.71653249,4917.639,3150.0,1767.6390000000001,56.115523809523815
2024-08-12,CVX,Energy,Chevron Corporation,25.0,125.0,145.02,133.1433,8442200,0.00020734,0.33695194,3328.5825000000004,3125.0,203.58250000000044,6.514640000000009
2024-08-12,GOOGL,Technology,Alphabet Inc.,20.0,130.0,162.29,161.0482,15895300,-0.00843135,0.12059177,3220.964,2600.0,620.9639999999999,23.883230769230774
2024-08-12,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,485.5,466.1418,1839300,-0.00970891,0.31757939,4661.418,3500.0,1161.4179999999997,33.18337142857143
2024-08-12,HON,Industrials,Honeywell International Inc.,20.0,195.0,194.5212,186.4462,3109752,-0.00726424,0.00346821,3728.924,3900.0,-171.07600000000002,-4.3865641025641
2024-08-12,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,159.88,151.0607,7605400,-0.00460728,0.00105035,5287.1245,5775.0,-487.8755000000001,-8.448060606060608
2024-08-12,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,206.19,197.876,6936000,0.00189467,0.37849551,4946.900000000001,3750.0,1196.9000000000005,31.917333333333335
2024-08-12,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.17,64.4089,11012300,-0.00742632,0.24024501,3864.534,3480.0,384.5340000000001,11.0498275862069
2024-08-12,MSFT,Technology,Microsoft Corporation,30.0,290.0,406.81,400.5156,16762900,0.00194578,0.24205365,12015.468,8700.0,3315.4680000000008,38.1088275862069
2024-08-12,NVDA,Technology,NVIDIA Corporation,40.0,220.0,109.02,108.8406,325559900,0.04076399,2.62486637,4353.624,8800.0,-4446.376,-50.527
2024-08-12,PFE,Healthcare,Pfizer Inc.,100.0,48.0,28.45,25.2769,21141600,-0.00350472,-0.43362164,2527.69,4800.0,-2272.31,-47.33979166666666
2024-08-12,PG,Consumer,The Procter & Gamble Company,40.0,155.0,166.81,159.2283,7208100,-0.0218719,0.09640749,6369.132,6200.0,169.1319999999996,2.7279354838709615
2024-08-12,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,565.29,540.3425,2532400,0.01168675,0.1665108,5403.424999999999,4700.0,703.4249999999993,14.96648936170212
2024-08-12,V,Financials,Visa Inc.,20.0,210.0,259.89,256.5056,26769400,0.00050043,0.19879011,5130.112,4200.0,930.1120000000001,22.14552380952382
2024-08-12,XOM,Energy,ExxonMobil Holdings Corporation,45.0,72.0,119.0,111.4381,13228900,0.00126148,1.04882968,5014.7145,3240.0,1774.7145,54.7751388888889
2024-08-13,AAPL,Technology,Apple Inc.,50.0,145.0,221.27,219.6236,44155300,0.01719316,0.23425857,10981.18,7250.0,3731.1800000000003,51.46455172413794
2024-08-13,AMZN,Consumer,"Amazon.com, Inc.",30.0,140.0,170.23,170.23,39237900,0.02056355,-0.00102403,5106.9,4200.0,906.8999999999996,21.592857142857135
2024-08-13,BRK-B,Financials,Berkshire Hathaway Inc.,12.0,310.0,432.41,432.41,3472000,0.00469342,0.43758104,5188.92,3720.0,1468.92,39.48709677419356
2024-08-13,CAT,Industrials,Caterpillar Inc.,15.0,210.0,338.8,330.545,1503800,0.00824298,0.73068183,4958.175,3150.0,1808.1750000000002,57.40238095238096
2024-08-13,CVX,Energy,Chevron Corporation,25.0,125.0,144.15,132.3445,7794800,-0.00599955,0.32893083,3308.6125,3125.0,183.61250000000018,5.875600000000008
2024-08-13,GOOGL,Technology,Alphabet Inc.,20.0,130.0,164.16,162.9039,18551700,0.01152264,0.13350395,3258.078,2600.0,658.078,25.3106923076923
2024-08-13,GS,Financials,"The Goldman Sachs Group, Inc.",10.0,350.0,491.94,472.325,1243700,0.01326463,0.33505659,4723.25,3500.0,1223.25,34.949999999999996
2024-08-13,HON,Industrials,Honeywell International Inc.,20.0,195.0,194.4619,186.3893,3782812,-0.00030518,0.00316197,3727.786,3900.0,-172.21399999999994,-4.415743589743594
2024-08-13,JNJ,Healthcare,Johnson & Johnson,35.0,165.0,158.39,149.6529,9711400,-0.00931943,-0.00827887,5237.8515,5775.0,-537.1485000000002,-9.301272727272734
2024-08-13,JPM,Financials,JPMorgan Chase & Co.,25.0,150.0,207.94,199.5555,6387800,0.00848764,0.39019568,4988.8875,3750.0,1238.8874999999998,33.03699999999999
2024-08-13,KO,Consumer,The Coca-Cola Company,60.0,58.0,68.46,64.6829,9877600,0.00425407,0.2455211,3880.974,3480.0,400.97400000000016,11.522241379310351
2024-08-13,MSFT,Technology,Microsoft Corporation,30.0,290.0,414.01,407.6042,19414300,0.01769869,0.26403637,12228.126,8700.0,3528.126,40.5531724137931
2024-08-13,NVDA,Technology,NVIDIA Corporation,40.0,220.0,116.14,115.9489,312646700,0.06530927,2.86160374,4637.956,8800.0,-4162.044,-47.29595454545455
2024-08-13,PFE,Healthcare,Pfizer Inc.,100.0,48.0,28.85,25.6323,34620700,0.01406027,-0.4256582,2563.23,4800.0,-2236.77,-46.599374999999995
2024-08-13,PG,Consumer,The Procter & Gamble Company,40.0,155.0,167.29,159.6865,3770000,0.00287763,0.09956255,6387.46,6200.0,187.46000000000004,3.023548387096771
2024-08-13,UNH,Healthcare,UnitedHealth Group Incorporated,10.0,470.0,574.24,548.8975,2369400,0.01583255,0.18497964,5488.975,4700.0,788.9750000000004,16.786702127659584
